"","bibcode","year","month","months","id","zero_month","min_year","npap","diff"
"1","APJ",2013,12,24168,5,FALSE,2013,2,9
"2","APJ",2014,12,24180,5,FALSE,2013,3,12
"3","MNRAS",2008,10,24106,8,FALSE,2008,2,1
"4","APJ",2009,9,24117,8,FALSE,2008,3,11
"5","MNRAS",2009,12,24120,8,FALSE,2008,4,3
"6","AJ",2003,10,24046,9,FALSE,2001,2,22
"7","AJ",2004,7,24055,9,FALSE,2001,3,9
"8","AJ",2005,3,24063,9,FALSE,2001,4,8
"9","APJ",2005,6,24066,9,FALSE,2001,5,3
"10","APJ",2007,8,24092,19,FALSE,2007,2,5
"11","APJ",2007,9,24093,19,FALSE,2007,3,1
"12","SCI",2008,11,24107,19,FALSE,2007,4,14
"13","APJ",2008,12,24108,19,FALSE,2007,5,1
"14","SCI",2009,3,24111,19,FALSE,2007,6,3
"15","APJ",2009,4,24112,19,FALSE,2007,7,1
"16","APJ",2009,5,24113,19,FALSE,2007,8,1
"17","A&A",2003,3,24039,21,FALSE,2001,2,19
"18","A&A",2006,5,24077,21,FALSE,2001,3,38
"19","A&A",2007,1,24085,21,FALSE,2001,4,8
"20","A&A",2013,5,24161,21,FALSE,2001,5,76
"21","AJ",2014,8,24176,24,FALSE,2011,2,34
"22","AJ",2014,12,24180,24,FALSE,2011,3,4
"23","APJ",2015,2,24182,26,FALSE,2014,2,2
"24","APJ",2015,5,24185,26,FALSE,2014,3,3
"25","A&A",1988,11,23867,27,FALSE,1988,2,10
"26","APJ",1989,12,23880,27,FALSE,1988,3,13
"27","APJ",1991,1,23893,27,FALSE,1988,4,13
"28","A&A",1991,5,23897,27,FALSE,1988,5,4
"29","A&A",1993,5,23921,27,FALSE,1988,6,24
"30","A&A",1993,8,23924,27,FALSE,1988,7,3
"31","A&A",1995,6,23946,27,FALSE,1988,8,22
"32","APJ",1996,3,23955,27,FALSE,1988,9,9
"33","MNRAS",1997,8,23972,27,FALSE,1988,10,17
"34","MNRAS",1998,1,23977,27,FALSE,1988,11,5
"35","MNRAS",1998,10,23986,27,FALSE,1988,12,9
"36","A&A",1999,11,23999,27,FALSE,1988,13,13
"37","APJ",2000,6,24006,27,FALSE,1988,14,7
"38","APJ",2001,8,24020,27,FALSE,1988,15,14
"39","APJ",2001,10,24022,27,FALSE,1988,16,2
"40","MNRAS",2012,6,24150,28,FALSE,2007,2,56
"41","MNRAS",2012,12,24156,28,FALSE,2007,3,6
"42","MNRAS",2013,6,24162,28,FALSE,2007,4,6
"43","MNRAS",2013,9,24165,28,FALSE,2007,5,3
"44","MNRAS",2014,12,24180,28,FALSE,2007,6,15
"45","ICAR",2009,1,24109,33,FALSE,2008,2,8
"46","NATUR",2009,5,24113,33,FALSE,2008,3,4
"47","APJ",2011,7,24139,34,FALSE,2010,2,17
"48","A&A",2012,1,24145,34,FALSE,2010,3,6
"49","APJ",2012,2,24146,34,FALSE,2010,4,1
"50","APJ",2012,5,24149,34,FALSE,2010,5,3
"51","APJ",2012,10,24154,34,FALSE,2010,6,5
"52","A&A",2012,12,24156,34,FALSE,2010,7,2
"53","APJ",2014,3,24171,34,FALSE,2010,8,15
"54","MNRAS",2014,4,24172,34,FALSE,2010,9,1
"55","APJ",2014,10,24178,34,FALSE,2010,10,6
"56","APJ",2015,3,24183,34,FALSE,2010,11,5
"57","A&A",2009,10,24118,43,FALSE,2007,2,22
"58","SCI",2009,11,24119,43,FALSE,2007,3,1
"59","MNRAS",2010,3,24123,43,FALSE,2007,4,4
"60","A&A",2010,6,24126,43,FALSE,2007,5,3
"61","A&A",2013,3,24159,43,FALSE,2007,6,33
"62","APJ",2013,8,24164,43,FALSE,2007,7,5
"63","APJ",2013,12,24168,43,FALSE,2007,8,4
"64","MNRAS",2001,10,24022,44,FALSE,1999,2,29
"65","MNRAS",2005,6,24066,44,FALSE,1999,3,44
"66","MNRAS",2006,12,24084,44,FALSE,1999,4,18
"67","APJ",2009,6,24114,44,FALSE,1999,5,30
"68","APJ",2012,4,24148,48,FALSE,2011,2,8
"69","APJ",2012,6,24150,48,FALSE,2011,3,2
"70","APJ",2015,5,24185,48,FALSE,2011,4,35
"71","MNRAS",2010,4,24124,49,FALSE,2003,2,82
"72","MNRAS",2010,8,24128,49,FALSE,2003,3,4
"73","MNRAS",2012,5,24149,49,FALSE,2003,4,21
"74","SCI",1964,3,23571,55,FALSE,1963,2,13
"75","APJ",1968,4,23620,55,FALSE,1963,3,49
"76","A&A",1971,5,23657,55,FALSE,1963,4,37
"77","APJ",1971,9,23661,55,FALSE,1963,5,4
"78","APJ",1972,3,23667,55,FALSE,1963,6,6
"79","APJ",1972,5,23669,55,FALSE,1963,7,2
"80","APJ",1972,6,23670,55,FALSE,1963,8,1
"81","APJ",1972,8,23672,55,FALSE,1963,9,2
"82","APJ",1973,1,23677,55,FALSE,1963,10,5
"83","APJ",1974,3,23691,55,FALSE,1963,11,14
"84","APJ",1975,3,23703,55,FALSE,1963,12,12
"85","A&A",2014,9,24177,56,FALSE,2012,2,26
"86","APJ",1974,4,23692,59,FALSE,1974,2,3
"87","A&A",1976,12,23724,59,FALSE,1974,3,32
"88","APJ",2008,2,24098,59,FALSE,1974,4,374
"89","A&A",2010,9,24129,59,FALSE,1974,5,31
"90","APJ",2014,9,24177,59,FALSE,1974,6,48
"91","A&A",2012,7,24151,63,FALSE,2011,2,8
"92","A&A",2012,9,24153,63,FALSE,2011,3,2
"93","A&A",2012,11,24155,63,FALSE,2011,4,2
"94","A&A",2013,6,24162,63,FALSE,2011,5,7
"95","A&A",2013,12,24168,63,FALSE,2011,6,6
"96","A&A",2014,4,24172,63,FALSE,2011,7,4
"97","MNRAS",2015,6,24186,63,FALSE,2011,8,14
"98","A&A",2008,6,24102,67,FALSE,2005,2,38
"99","MNRAS",2012,7,24151,67,FALSE,2005,3,49
"100","MNRAS",2013,4,24160,67,FALSE,2005,4,9
"101","APJ",2000,6,24006,68,FALSE,1998,2,27
"102","APJ",2001,10,24022,68,FALSE,1998,3,16
"103","APJ",2003,11,24047,68,FALSE,1998,4,25
"104","APJ",2005,5,24065,68,FALSE,1998,5,18
"105","AJ",2006,3,24075,68,FALSE,1998,6,10
"106","A&A",1997,9,23973,76,FALSE,1996,2,14
"107","A&A",1998,6,23982,76,FALSE,1996,3,9
"108","A&A",1999,1,23989,76,FALSE,1996,4,7
"109","A&A",1999,7,23995,76,FALSE,1996,5,6
"110","A&A",2000,5,24005,76,FALSE,1996,6,10
"111","A&A",2001,1,24013,76,FALSE,1996,7,8
"112","A&A",2001,7,24019,76,FALSE,1996,8,6
"113","A&A",2002,10,24034,76,FALSE,1996,9,15
"114","A&A",2003,8,24044,76,FALSE,1996,10,10
"115","A&A",2005,9,24069,76,FALSE,1996,11,25
"116","A&A",2009,3,24111,76,FALSE,1996,12,42
"117","APJ",2002,3,24027,80,FALSE,1999,2,28
"118","APJ",2004,10,24058,80,FALSE,1999,3,31
"119","NATUR",2006,5,24077,80,FALSE,1999,4,19
"120","APJ",2012,2,24146,80,FALSE,1999,5,69
"121","MNRAS",1996,10,23962,81,FALSE,1996,2,7
"122","MNRAS",1998,1,23977,81,FALSE,1996,3,15
"123","APJ",1998,11,23987,81,FALSE,1996,4,10
"124","APJ",1999,10,23998,81,FALSE,1996,5,11
"125","APJ",2000,1,24001,81,FALSE,1996,6,3
"126","APJ",2000,8,24008,81,FALSE,1996,7,7
"127","APJ",2000,12,24012,81,FALSE,1996,8,4
"128","APJ",2001,9,24021,81,FALSE,1996,9,9
"129","MNRAS",2002,8,24032,81,FALSE,1996,10,11
"130","APJ",2002,9,24033,81,FALSE,1996,11,1
"131","APJ",2002,11,24035,81,FALSE,1996,12,2
"132","APJ",2003,9,24045,81,FALSE,1996,13,10
"133","APJ",2004,1,24049,81,FALSE,1996,14,4
"134","MNRAS",2005,5,24065,81,FALSE,1996,15,16
"135","MNRAS",2007,1,24085,81,FALSE,1996,16,20
"136","A&A",2006,7,24079,83,FALSE,2001,2,64
"137","A&A",2006,9,24081,83,FALSE,2001,3,2
"138","A&A",2007,12,24096,83,FALSE,2001,4,15
"139","APJ",2011,1,24133,83,FALSE,2001,5,37
"140","APJ",2011,7,24139,83,FALSE,2001,6,6
"141","APJ",2012,3,24147,83,FALSE,2001,7,8
"142","A&A",2012,5,24149,83,FALSE,2001,8,2
"143","APJ",2012,6,24150,83,FALSE,2001,9,1
"144","A&A",2014,6,24174,83,FALSE,2001,10,24
"145","APJ",1986,8,23840,85,FALSE,1985,2,12
"146","APJ",1988,12,23868,85,FALSE,1985,3,28
"147","APJ",1990,5,23885,85,FALSE,1985,4,17
"148","APJ",1974,3,23691,91,FALSE,1973,2,13
"149","NATUR",1975,11,23711,91,FALSE,1973,3,20
"150","A&A",1983,10,23806,91,FALSE,1973,4,95
"151","MNRAS",2011,8,24140,94,FALSE,2007,2,54
"152","A&A",2004,2,24050,95,FALSE,2002,2,15
"153","MNRAS",2004,5,24053,95,FALSE,2002,3,3
"154","MNRAS",2007,2,24086,95,FALSE,2002,4,33
"155","MNRAS",2007,6,24090,95,FALSE,2002,5,4
"156","A&A",2008,9,24105,95,FALSE,2002,6,15
"157","A&A",2009,10,24118,95,FALSE,2002,7,13
"158","MNRAS",2012,2,24146,95,FALSE,2002,8,28
"159","MNRAS",2015,3,24183,95,FALSE,2002,9,37
"160","MNRAS",2015,7,24187,95,FALSE,2002,10,4
"161","APJ",1978,6,23742,99,FALSE,1975,2,31
"162","A&A",1979,3,23751,99,FALSE,1975,3,9
"163","A&A",2002,7,24031,101,FALSE,2001,2,15
"164","APJ",2011,9,24141,102,FALSE,2010,2,10
"165","APJ",2013,4,24160,102,FALSE,2010,3,19
"166","APJ",2014,8,24176,102,FALSE,2010,4,16
"167","APJ",1996,1,23953,107,FALSE,1974,2,259
"168","APJ",1996,10,23962,107,FALSE,1974,3,9
"169","APJ",1997,12,23976,107,FALSE,1974,4,14
"170","APJ",1998,9,23985,107,FALSE,1974,5,9
"171","APJ",1999,9,23997,107,FALSE,1974,6,12
"172","APJ",2000,11,24011,107,FALSE,1974,7,14
"173","APJ",2002,2,24026,107,FALSE,1974,8,15
"174","APJ",2005,3,24063,107,FALSE,1974,9,37
"175","APJ",2005,12,24072,107,FALSE,1974,10,9
"176","APJ",2007,12,24096,107,FALSE,1974,11,24
"177","APJ",2009,2,24110,107,FALSE,1974,12,14
"178","APJ",2011,2,24134,107,FALSE,1974,13,24
"179","SCI",2011,10,24142,107,FALSE,1974,14,8
"180","PASP",2013,8,24164,107,FALSE,1974,15,22
"181","APJ",2014,3,24171,107,FALSE,1974,16,7
"182","MNRAS",2012,9,24153,113,FALSE,2012,2,3
"183","MNRAS",2013,7,24163,116,FALSE,2011,2,24
"184","APJ",2014,1,24169,116,FALSE,2011,3,6
"185","APJ",2014,10,24178,116,FALSE,2011,4,9
"186","APJ",2014,11,24179,116,FALSE,2011,5,1
"187","APJ",2015,1,24181,116,FALSE,2011,6,2
"188","APJ",2015,3,24183,116,FALSE,2011,7,2
"189","MNRAS",2015,7,24187,116,FALSE,2011,8,4
"190","A&A",2000,12,24012,117,FALSE,1999,2,17
"191","A&A",2001,9,24021,117,FALSE,1999,3,9
"192","A&A",2003,3,24039,117,FALSE,1999,4,18
"193","A&A",2004,6,24054,117,FALSE,1999,5,15
"194","A&A",1997,3,23967,122,FALSE,1993,2,46
"195","A&A",1998,2,23978,122,FALSE,1993,3,11
"196","A&A",2000,1,24001,122,FALSE,1993,4,23
"197","A&A",2000,3,24003,122,FALSE,1993,5,2
"198","A&A",2002,3,24027,122,FALSE,1993,6,24
"199","A&A",1997,3,23967,123,FALSE,1993,2,46
"200","A&A",1998,2,23978,123,FALSE,1993,3,11
"201","A&A",1999,9,23997,124,FALSE,1999,2,1
"202","APJ",2001,4,24016,124,FALSE,1999,3,19
"203","MNRAS",2003,4,24040,124,FALSE,1999,4,24
"204","APJ",2005,1,24061,124,FALSE,1999,5,21
"205","APJ",2005,7,24067,124,FALSE,1999,6,6
"206","A&A",2007,2,24086,124,FALSE,1999,7,19
"207","AJ",1994,2,23930,127,FALSE,1991,2,26
"208","AJ",2000,5,24005,127,FALSE,1991,3,75
"209","APJ",2006,10,24082,127,FALSE,1991,4,77
"210","SCI",1968,9,23625,132,FALSE,1962,2,80
"211","PASP",1983,9,23805,132,FALSE,1962,3,180
"212","APJ",1991,9,23901,136,FALSE,1991,2,8
"213","AJ",1992,1,23905,136,FALSE,1991,3,4
"214","APJ",1992,2,23906,136,FALSE,1991,4,1
"215","APJ",1992,11,23915,136,FALSE,1991,5,9
"216","APJ",1993,1,23917,136,FALSE,1991,6,2
"217","APJ",2001,3,24015,136,FALSE,1991,7,98
"218","A&A",2001,4,24016,136,FALSE,1991,8,1
"219","AJ",1995,2,23942,141,FALSE,1991,2,39
"220","AJ",1995,11,23951,141,FALSE,1991,3,9
"221","NATUR",2003,10,24046,141,FALSE,1991,4,95
"222","APJ",2004,9,24057,141,FALSE,1991,5,11
"223","A&A",2010,7,24127,141,FALSE,1991,6,70
"224","APJ",2014,4,24172,143,FALSE,2014,2,3
"225","APJ",2014,9,24177,143,FALSE,2014,3,5
"226","MNRAS",2013,2,24158,144,FALSE,2009,2,45
"227","MNRAS",2014,1,24169,144,FALSE,2009,3,11
"228","MNRAS",2015,2,24182,144,FALSE,2009,4,13
"229","APJ",1990,1,23881,146,FALSE,1988,2,14
"230","APJ",1990,5,23885,146,FALSE,1988,3,4
"231","APJ",1997,9,23973,146,FALSE,1988,4,88
"232","MNRAS",1999,5,23993,146,FALSE,1988,5,20
"233","A&A",2005,4,24064,146,FALSE,1988,6,71
"234","MNRAS",2010,1,24121,146,FALSE,1988,7,57
"235","AJ",2004,4,24052,148,FALSE,1999,2,55
"236","AJ",2005,5,24065,148,FALSE,1999,3,13
"237","APJ",2007,6,24090,148,FALSE,1999,4,25
"238","A&A",2004,6,24054,149,FALSE,1979,2,296
"239","A&A",2005,12,24072,149,FALSE,1979,3,18
"240","A&A",2007,10,24094,149,FALSE,1979,4,22
"241","A&A",2009,8,24116,149,FALSE,1979,5,22
"242","APJ",1994,5,23933,150,FALSE,1994,2,1
"243","APJ",1995,5,23945,150,FALSE,1994,3,12
"244","NATUR",1995,11,23951,150,FALSE,1994,4,6
"245","APJ",1996,7,23959,150,FALSE,1994,5,8
"246","APJ",2000,8,24008,150,FALSE,1994,6,49
"247","APJ",2000,9,24009,150,FALSE,1994,7,1
"248","APJ",2001,7,24019,150,FALSE,1994,8,10
"249","A&A",2007,11,24095,150,FALSE,1994,9,76
"250","A&A",2009,6,24114,150,FALSE,1994,10,19
"251","MNRAS",1996,9,23961,166,FALSE,1995,2,10
"252","MNRAS",1997,6,23970,166,FALSE,1995,3,9
"253","MNRAS",1997,11,23975,166,FALSE,1995,4,5
"254","MNRAS",1999,5,23993,166,FALSE,1995,5,18
"255","MNRAS",2000,6,24006,166,FALSE,1995,6,13
"256","MNRAS",2003,1,24037,166,FALSE,1995,7,31
"257","MNRAS",2005,4,24064,166,FALSE,1995,8,27
"258","MNRAS",2012,3,24147,168,FALSE,2009,2,29
"259","A&A",2013,7,24163,168,FALSE,2009,3,16
"260","A&A",2015,3,24183,168,FALSE,2009,4,20
"261","APJ",2006,10,24082,170,FALSE,2006,2,8
"262","APJ",2008,9,24105,170,FALSE,2006,3,23
"263","APJ",2010,6,24126,170,FALSE,2006,4,21
"264","APJ",2013,3,24159,170,FALSE,2006,5,33
"265","MNRAS",1996,2,23954,174,FALSE,1996,2,1
"266","PASP",1997,1,23965,174,FALSE,1996,3,11
"267","APJ",1997,6,23970,174,FALSE,1996,4,5
"268","MNRAS",1997,7,23971,174,FALSE,1996,5,1
"269","APJ",1998,3,23979,174,FALSE,1996,6,8
"270","MNRAS",1999,1,23989,174,FALSE,1996,7,10
"271","APJ",2000,2,24002,174,FALSE,1996,8,13
"272","APJ",2000,4,24004,174,FALSE,1996,9,2
"273","APJ",2001,1,24013,174,FALSE,1996,10,9
"274","AJ",2001,3,24015,174,FALSE,1996,11,2
"275","MNRAS",2001,4,24016,174,FALSE,1996,12,1
"276","AJ",2001,9,24021,174,FALSE,1996,13,5
"277","APJ",2002,5,24029,174,FALSE,1996,14,8
"278","AJ",2002,7,24031,174,FALSE,1996,15,2
"279","AJ",2003,3,24039,174,FALSE,1996,16,8
"280","APJ",2000,1,24001,175,FALSE,1999,2,3
"281","APJ",2000,3,24003,175,FALSE,1999,3,2
"282","A&A",2002,12,24036,175,FALSE,1999,4,33
"283","APJ",2003,3,24039,175,FALSE,1999,5,3
"284","A&A",2005,6,24066,175,FALSE,1999,6,27
"285","APJ",2006,4,24076,175,FALSE,1999,7,10
"286","APJ",2008,7,24103,175,FALSE,1999,8,27
"287","MNRAS",2014,2,24170,176,FALSE,2012,2,15
"288","MNRAS",2014,5,24173,176,FALSE,2012,3,3
"289","MNRAS",2013,10,24166,178,FALSE,2013,2,8
"290","MNRAS",2014,4,24172,178,FALSE,2013,3,6
"291","MNRAS",2014,11,24179,178,FALSE,2013,4,7
"292","MNRAS",2015,5,24185,178,FALSE,2013,5,6
"293","A&A",2010,7,24127,181,FALSE,1999,2,136
"294","ICAR",2009,12,24120,182,FALSE,2003,2,80
"295","A&A",2004,5,24053,185,FALSE,2004,2,3
"296","A&A",2004,11,24059,185,FALSE,2004,3,6
"297","APJ",1980,8,23768,186,FALSE,1965,2,183
"298","APJ",2002,6,24030,187,FALSE,1999,2,34
"299","APJ",2002,9,24033,187,FALSE,1999,3,3
"300","AJ",1997,4,23968,189,FALSE,1995,2,27
"301","APJ",1998,10,23986,189,FALSE,1995,3,18
"302","APJ",1999,4,23992,189,FALSE,1995,4,6
"303","NATUR",2001,1,24013,189,FALSE,1995,5,21
"304","A&A",2006,12,24084,190,FALSE,2005,2,19
"305","A&A",2008,8,24104,190,FALSE,2005,3,20
"306","MNRAS",2009,5,24113,190,FALSE,2005,4,9
"307","A&A",2010,4,24124,190,FALSE,2005,5,11
"308","MNRAS",2011,11,24143,190,FALSE,2005,6,19
"309","A&A",2011,12,24144,190,FALSE,2005,7,1
"310","A&A",2012,4,24148,190,FALSE,2005,8,4
"311","MNRAS",1999,12,24000,191,FALSE,1997,2,33
"312","MNRAS",2000,5,24005,191,FALSE,1997,3,5
"313","A&A",2000,7,24007,191,FALSE,1997,4,2
"314","A&A",2002,1,24025,191,FALSE,1997,5,18
"315","A&A",2003,6,24042,191,FALSE,1997,6,17
"316","MNRAS",2004,8,24056,191,FALSE,1997,7,14
"317","A&A",2008,8,24104,192,FALSE,2003,2,67
"318","APJ",2010,6,24126,192,FALSE,2003,3,22
"319","APJ",2011,7,24139,192,FALSE,2003,4,13
"320","APJ",2011,11,24143,192,FALSE,2003,5,4
"321","APJ",2014,6,24174,192,FALSE,2003,6,31
"322","MNRAS",2006,4,24076,193,FALSE,2004,2,22
"323","MNRAS",2007,11,24095,193,FALSE,2004,3,19
"324","MNRAS",2008,11,24107,193,FALSE,2004,4,12
"325","MNRAS",2010,5,24125,193,FALSE,2004,5,18
"326","MNRAS",2011,5,24137,193,FALSE,2004,6,12
"327","MNRAS",2012,7,24151,193,FALSE,2004,7,14
"328","MNRAS",2012,12,24156,193,FALSE,2004,8,5
"329","MNRAS",2004,8,24056,196,FALSE,2001,2,33
"330","APJ",2006,12,24084,196,FALSE,2001,3,28
"331","APJ",2009,2,24110,196,FALSE,2001,4,26
"332","MNRAS",2010,2,24122,196,FALSE,2001,5,12
"333","MNRAS",2010,3,24123,196,FALSE,2001,6,1
"334","APJ",2010,10,24130,196,FALSE,2001,7,7
"335","MNRAS",2011,3,24135,196,FALSE,2001,8,5
"336","APJ",2012,1,24145,196,FALSE,2001,9,10
"337","MNRAS",2012,10,24154,196,FALSE,2001,10,9
"338","APJ",2013,2,24158,196,FALSE,2001,11,4
"339","MNRAS",2013,3,24159,196,FALSE,2001,12,1
"340","MNRAS",2013,10,24166,196,FALSE,2001,13,7
"341","APJ",2014,1,24169,196,FALSE,2001,14,3
"342","A&A",2009,7,24115,205,FALSE,2007,2,26
"343","PASP",2010,4,24124,205,FALSE,2007,3,9
"344","APJ",2010,6,24126,205,FALSE,2007,4,2
"345","APJ",2012,4,24148,205,FALSE,2007,5,22
"346","APJ",2012,8,24152,205,FALSE,2007,6,4
"347","APJ",2014,6,24174,205,FALSE,2007,7,22
"348","A&A",2014,8,24176,205,FALSE,2007,8,2
"349","A&A",2015,6,24186,205,FALSE,2007,9,10
"350","A&A",1992,12,23916,207,FALSE,1992,2,3
"351","APJ",1993,2,23918,207,FALSE,1992,3,2
"352","A&A",1996,6,23958,207,FALSE,1992,4,40
"353","A&A",1998,2,23978,207,FALSE,1992,5,20
"354","A&A",2003,5,24041,207,FALSE,1992,6,63
"355","APJ",2004,9,24057,207,FALSE,1992,7,16
"356","NATUR",1979,5,23753,214,FALSE,1978,2,6
"357","SCI",1999,3,23991,214,FALSE,1978,3,238
"358","A&A",2000,12,24012,214,FALSE,1978,4,21
"359","A&A",1982,4,23788,222,FALSE,1981,2,4
"360","AJ",2008,9,24105,225,FALSE,1996,2,152
"361","SCI",1983,8,23804,226,FALSE,1983,2,2
"362","SCI",1986,6,23838,226,FALSE,1983,3,34
"363","AJ",1995,1,23941,228,FALSE,1993,2,22
"364","AJ",1999,1,23989,228,FALSE,1993,3,48
"365","A&A",2004,11,24059,228,FALSE,1993,4,70
"366","A&A",2009,10,24118,228,FALSE,1993,5,59
"367","AJ",2011,2,24134,228,FALSE,1993,6,16
"368","A&A",2000,1,24001,229,FALSE,1998,2,16
"369","A&A",2001,6,24018,229,FALSE,1998,3,17
"370","A&A",2002,8,24032,229,FALSE,1998,4,14
"371","MNRAS",2004,2,24050,229,FALSE,1998,5,18
"372","A&A",2004,10,24058,229,FALSE,1998,6,8
"373","MNRAS",2011,4,24136,229,FALSE,1998,7,78
"374","NATUR",1977,2,23726,230,FALSE,1972,2,55
"375","A&A",2015,3,24183,235,FALSE,2009,2,68
"376","APJ",2012,4,24148,236,FALSE,2011,2,14
"377","MNRAS",2015,7,24187,236,FALSE,2011,3,39
"378","APJ",1989,6,23874,239,FALSE,1987,2,19
"379","APJ",1991,8,23900,239,FALSE,1987,3,26
"380","A&A",1991,12,23904,239,FALSE,1987,4,4
"381","APJ",1992,8,23912,239,FALSE,1987,5,8
"382","APJ",1994,1,23929,239,FALSE,1987,6,17
"383","APJ",1995,4,23944,239,FALSE,1987,7,15
"384","APJ",1996,5,23957,239,FALSE,1987,8,13
"385","APJ",1996,12,23964,239,FALSE,1987,9,7
"386","AJ",1998,12,23988,239,FALSE,1987,10,24
"387","APJ",2000,10,24010,239,FALSE,1987,11,22
"388","APJ",2004,4,24052,239,FALSE,1987,12,42
"389","AJ",2007,6,24090,239,FALSE,1987,13,38
"390","A&A",2007,1,24085,240,FALSE,2006,2,9
"391","APJ",2010,1,24121,240,FALSE,2006,3,36
"392","APJ",2010,3,24123,240,FALSE,2006,4,2
"393","APJ",2012,2,24146,240,FALSE,2006,5,23
"394","APJ",2012,5,24149,240,FALSE,2006,6,3
"395","PASP",2012,6,24150,240,FALSE,2006,7,1
"396","A&A",2012,12,24156,240,FALSE,2006,8,6
"397","A&A",2013,3,24159,240,FALSE,2006,9,3
"398","A&A",2013,8,24164,240,FALSE,2006,10,5
"399","MNRAS",2014,9,24177,240,FALSE,2006,11,13
"400","SCI",2015,3,24183,240,FALSE,2006,12,6
"401","A&A",2007,1,24085,241,FALSE,2006,2,9
"402","APJ",2010,1,24121,241,FALSE,2006,3,36
"403","APJ",2010,3,24123,241,FALSE,2006,4,2
"404","APJ",2012,2,24146,241,FALSE,2006,5,23
"405","APJ",2012,5,24149,241,FALSE,2006,6,3
"406","PASP",2012,6,24150,241,FALSE,2006,7,1
"407","A&A",2012,12,24156,241,FALSE,2006,8,6
"408","A&A",2013,3,24159,241,FALSE,2006,9,3
"409","A&A",2013,8,24164,241,FALSE,2006,10,5
"410","MNRAS",2014,9,24177,241,FALSE,2006,11,13
"411","SCI",2015,3,24183,241,FALSE,2006,12,6
"412","APJ",1993,4,23920,245,FALSE,1992,2,11
"413","MNRAS",1993,10,23926,245,FALSE,1992,3,6
"414","APJ",2014,10,24178,245,FALSE,1992,4,252
"415","A&A",2014,11,24179,246,FALSE,2013,2,22
"416","A&A",1996,10,23962,248,FALSE,1995,2,15
"417","A&A",1997,8,23972,248,FALSE,1995,3,10
"418","APJ",2015,1,24181,249,FALSE,2014,2,4
"419","MNRAS",1979,2,23750,252,FALSE,1978,2,7
"420","MNRAS",1983,9,23805,252,FALSE,1978,3,55
"421","APJ",1984,7,23815,252,FALSE,1978,4,10
"422","APJ",1989,6,23874,252,FALSE,1978,5,59
"423","NATUR",2011,9,24141,256,FALSE,2007,2,55
"424","MNRAS",2013,10,24166,256,FALSE,2007,3,25
"425","APJ",2014,12,24180,256,FALSE,2007,4,14
"426","APJ",2009,8,24116,257,FALSE,2008,2,10
"427","MNRAS",2011,12,24144,257,FALSE,2008,3,28
"428","MNRAS",2012,10,24154,257,FALSE,2008,4,10
"429","A&A",2014,3,24171,257,FALSE,2008,5,17
"430","APJ",2015,2,24182,257,FALSE,2008,6,11
"431","APJ",2000,12,24012,259,FALSE,1997,2,46
"432","A&A",2006,9,24081,259,FALSE,1997,3,69
"433","A&A",2009,12,24120,259,FALSE,1997,4,39
"434","PASP",1981,4,23776,260,FALSE,1978,2,35
"435","PASP",1983,1,23797,260,FALSE,1978,3,21
"436","A&A",1984,4,23812,260,FALSE,1978,4,15
"437","A&A",1985,5,23825,260,FALSE,1978,5,13
"438","A&A",1986,4,23836,260,FALSE,1978,6,11
"439","A&A",1986,8,23840,260,FALSE,1978,7,4
"440","A&A",1986,11,23843,260,FALSE,1978,8,3
"441","A&A",2008,2,24098,261,FALSE,2005,2,37
"442","A&A",2011,10,24142,261,FALSE,2005,3,44
"443","APJ",2014,2,24170,261,FALSE,2005,4,28
"444","A&A",2014,5,24173,261,FALSE,2005,5,3
"445","A&A",2014,6,24174,261,FALSE,2005,6,1
"446","A&A",2014,12,24180,261,FALSE,2005,7,6
"447","PASP",1992,4,23908,266,FALSE,1991,2,4
"448","A&A",1992,9,23913,266,FALSE,1991,3,5
"449","MNRAS",1993,7,23923,266,FALSE,1991,4,10
"450","MNRAS",1994,7,23935,266,FALSE,1991,5,12
"451","MNRAS",1995,9,23949,266,FALSE,1991,6,14
"452","AJ",1997,11,23975,266,FALSE,1991,7,26
"453","APJ",1998,2,23978,266,FALSE,1991,8,3
"454","A&A",1999,4,23992,266,FALSE,1991,9,14
"455","AJ",2000,3,24003,266,FALSE,1991,10,11
"456","A&A",2004,2,24050,270,FALSE,2002,2,19
"457","A&A",2004,11,24059,270,FALSE,2002,3,9
"458","A&A",2005,4,24064,270,FALSE,2002,4,5
"459","A&A",2005,5,24065,270,FALSE,2002,5,1
"460","SCI",2005,11,24071,270,FALSE,2002,6,6
"461","APJ",2007,1,24085,270,FALSE,2002,7,14
"462","APJ",2008,1,24097,270,FALSE,2002,8,12
"463","PASP",2010,7,24127,270,FALSE,2002,9,30
"464","APJ",2013,5,24161,270,FALSE,2002,10,34
"465","APJ",2015,2,24182,270,FALSE,2002,11,21
"466","A&A",1995,2,23942,279,FALSE,1989,2,65
"467","APJ",2000,7,24007,279,FALSE,1989,3,65
"468","MNRAS",2000,12,24012,279,FALSE,1989,4,5
"469","A&A",2003,12,24048,279,FALSE,1989,5,36
"470","A&A",2004,12,24060,279,FALSE,1989,6,12
"471","A&A",2007,3,24087,279,FALSE,1989,7,27
"472","A&A",2007,7,24091,279,FALSE,1989,8,4
"473","A&A",2008,9,24105,279,FALSE,1989,9,14
"474","APJ",1994,1,23929,283,FALSE,1993,2,7
